Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-035135,2015-07,07/14/2015 22:15,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5522,IDAHO AVE,1, , ,5522,IDAHO,891886.7,995339.8
15-035063,2015-07,07/14/2015 22:26,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5323,WABADA AVE,50, , ,5323,WABADA,887158.4,1033041
15-035131,2015-07,07/14/2015 23:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5965,HARNEY AVE,76, , ,5965,HARNEY,890740.8,1046118
15-036143,2015-07,07/14/2015 23:00,Y, , ,1, , 66601,2,"LARCENY-BICYCLES $500 - $24,999",4431,CHOUTEAU AVE,39, , ,4431,CHOUTEAU,889068.9,1018546
15-035231,2015-07,07/14/2015 23:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,IVANHOE AVE / MARQUETTE AVE,9, , ,6649,MARQUETTE,876072.5,1007398
15-035121,2015-07,07/14/2015 23:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2009,LYNCH ST,22, , ,2009,LYNCH,900594.7,1008155
15-035454,2015-07,07/14/2015 23:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4619,MINNESOTA AVE,17, , ,4619,MINNESOTA,894692.1,997371.1
15-035067,2015-07,07/14/2015 23:22,Y, , ,1, , 69703,2,LARCENY-ALL OTH/FRM PRSN/UNDER $500,3659,S GRAND BLVD,15, ,AT BUS STOP,3659,GRAND,893221.4,1004014
15-035083,2015-07,07/14/2015 23:50,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,5535,DELMAR BLVD,48,CONNECT CARE, ,5535,DELMAR,882937.1,1027117
15-035107,2015-07,07/15/2015 00:01,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,2539,W HEBERT ST,60, , ,2539,HEBERT,902643.8,1028246
15-035077,2015-07,07/15/2015 00:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,RIVERVIEW DR / SCRANTON AVE,75, , , , ,902158.3,1056318
15-035078,2015-07,07/15/2015 00:45,Y, , ,1, ,229999,1,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,8309,S BROADWAY,2, ,WEST SIDEWALK,8309,BROADWAY,887668.5,986425.9
15-035079,2015-07,07/15/2015 00:46,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3415,S GRAND BLVD,15, , , , ,893431.8,1005761
15-035082,2015-07,07/15/2015 01:15,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5026,UNION BLVD,71, , , , ,892499.9,1040369
15-035084,2015-07,07/15/2015 01:20,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 17TH ST / OLIVE ST,36, , , , ,904673.6,1018828
15-035088,2015-07,07/15/2015 01:25,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,EICHELBERGER ST / MORGANFORD R,5, , , , ,886528.4,999612.1
15-035080,2015-07,07/15/2015 01:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1622,CASS AVE,61, , ,1622,CASS,905736.6,1022653
15-035086,2015-07,07/15/2015 02:24,Y, , ,1, ,178200,1,SEX OFFNS-EXPOSURE/EXPOSING PERSON,3800,S GRAND BLVD,16, , , , ,0,0
15-035087,2015-07,07/15/2015 02:40,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1480,HICKORY LN,33, , ,1480,HICKORY,903945.8,1013998
15-035092,2015-07,07/15/2015 02:50,Y, , ,1, ,151130,2,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5300,CHIPPEWA ST,7, , ,5400,CHIPPEWA,882698.1,1004395
15-035125,2015-07,07/15/2015 03:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5963,SUMMIT PL,73, , ,5963,SUMMIT,892317.3,1048604
15-035233,2015-07,07/15/2015 03:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",5510,TENNESSEE AVE,1, , ,5510,TENNESSEE,891054.5,996042.1
15-035089,2015-07,07/15/2015 03:20,Y, , ,1, , 51212,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,2848,WYOMING ST,30, ,1ST FL,2848,WYOMING,897033,1006486
15-035094,2015-07,07/15/2015 03:58,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1000,WASHINGTON AVE,35, , , , ,907483,1018737
15-035094,2015-07,07/15/2015 03:58,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1000,WASHINGTON AVE,35, , , , ,907483,1018737
15-035105,2015-07,07/15/2015 04:00,Y, , ,1, , 65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",7002,NOTTINGHAM AVE,9, , ,7002,NOTTINGHAM,872288.4,1003338
15-035196,2015-07,07/15/2015 04:30,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6447,VILLA AVE,42, , ,6447,VILLA,878684.3,1016462
15-035095,2015-07,07/15/2015 04:37,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3853,CONNECTICUT ST,15, , ,4000,CONNECTICUT,892113.9,1007725
15-035096,2015-07,07/15/2015 04:50,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5211,WASHINGTON PL,38, , ,5211,WASHINGTON,885787,1026137
15-035097,2015-07,07/15/2015 05:02,Y, , ,1, , 52212,6,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4301,NATURAL BRIDGE AVE,68, , ,4301,NATURAL BRIDGE,895761.7,1032844
15-035098,2015-07,07/15/2015 05:29,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1717,UNION BLVD,50, , , , ,886894.9,1032255
15-035100,2015-07,07/15/2015 05:30,Y, , ,1, , 52212,1,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,7501,ALASKA AVE,1, ,REHAB BUILDING, , ,887303.7,990303.3
15-035934,2015-07,07/15/2015 06:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3623,HYDRAULIC AVE,15, , ,3623,HYDRAULIC,891472.1,1004091
15-035124,2015-07,07/15/2015 06:00,Y, , ,1, , 71040,4,AUTO THEFT-PERM RETNT/ATTEMPT,1909,FERRY ST,66, , ,1909,FERRY,904131.2,1032201
15-035102,2015-07,07/15/2015 06:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1610,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,904990.8,1018745
15-035165,2015-07,07/15/2015 06:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",600,N KINGSHIGHWAY BLVD,38, , ,600,KINGSHIGHWAY,887891.8,1025894
15-035253,2015-07,07/15/2015 06:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2703,KEOKUK ST,16, , ,2703,KEOKUK,897467.6,1001923
15-035272,2015-07,07/15/2015 06:25,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,8219,PENNSYLVANIA AVE,2, , ,8219,PENNSYLVANIA,887518.9,986790.4
15-035248,2015-07,07/15/2015 06:50,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4616,TYROLEAN AVE,4, , ,4616,TYROLEAN,882263,996274.8
15-035234,2015-07,07/15/2015 07:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",915,N GRAND BLVD,77,VETERANS HOSPITAL,PARKED ON N GRAND AT WINDSOR, , ,896874.3,1022933
15-035235,2015-07,07/15/2015 07:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,611,BATES ST,1, , ,611,BATES,892164.1,994908.4
15-035208,2015-07,07/15/2015 07:00,Y, , ,1, , 51130,4,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,2000,MADISON ST,60,BREWERY APARTMENTS,APT BH314,2000,MADISON,904374.2,1024178
15-035114,2015-07,07/15/2015 07:12,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4465,WILCOX AVE,5, , ,4465,WILCOX,885281.8,1000886
15-035113,2015-07,07/15/2015 07:35,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / MADISON ST,63, ,ALIAS I 70 WB/MADISON, , ,908505,1024640
15-035146,2015-07,07/15/2015 07:55,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,1,FINE ARTS DR,82,PANORAMA RESTAURANT,@FOREST PARK - ART MUSEUM,1,FINE ARTS,878856.8,1021748
15-035343,2015-07,07/15/2015 08:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2908,LAFAYETTE AVE,31, , ,2908,LAFAYETTE,898030.7,1013193
15-035109,2015-07,07/15/2015 08:03,Y, , ,1, ,250000,3,LOITERING-BEGGING,3601,DE TONTY ST,26, , , , ,894687.8,1013266
15-035246,2015-07,07/15/2015 08:30,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3917,N 20TH ST,65, ,APT C REAR,3917,20TH,904611.6,1030279
15-035136,2015-07,07/15/2015 08:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3721,WESTMINSTER PL,77, , ,3721,WESTMINSTER,895487.7,1021686
15-035123,2015-07,07/15/2015 08:30,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,116,N 6TH ST,35,ST LOUIS BREAD CMPANY, ,116,6TH,908732.9,1017197
15-035224,2015-07,07/15/2015 08:45,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,0,N EUCLID AVE / WEST PINE BLVD,73, , ,1521,SELLS,888216.3,1022629
15-037881,2015-07,07/15/2015 09:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5591,CHAMBERLAIN AVE,48, , ,5591,CHAMBERLAIN,882880,1029866
15-035128,2015-07,07/15/2015 09:25,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,6310,PENNSYLVANIA AVE,1, , , , ,892225.8,991777.6
15-035541,2015-07,07/15/2015 09:27,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4024,SCHILLER PL,5, ,VACANT RESIDENCE,4024,SCHILLER,887968.3,998343.8
15-035358,2015-07,07/15/2015 09:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,FOREST AVE / MANCHESTER AVE,10, , ,6837,MANCHESTER,875430.2,1013605
15-035142,2015-07,07/15/2015 09:35,Y, , ,1, , 43026,6,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,3919,LABADIE AVE,56, ,APT 319,3919,LABADIE,898297.5,1029149
15-035132,2015-07,07/15/2015 09:54,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5806,PENNSYLVANIA AVE,1, , ,5806,PENNSYLVANIA,893381.4,992991.4
15-035456,2015-07,07/15/2015 10:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1826,COLEMAN AVE,59, , ,1826,COLEMAN,899572.4,1025471
15-035147,2015-07,07/15/2015 10:21,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,4900,PENROSE ST,69,PENROSE PARK,CITY PARK, , ,892922,1036759
15-035154,2015-07,07/15/2015 10:26,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5980,LALITE AVE,76, ,PARKING PAD,5980,LALITE,889025.6,1044639
15-035148,2015-07,07/15/2015 10:30,Y, , ,1, ,178200,5,SEX OFFNS-EXPOSURE/EXPOSING PERSON,5100,DR MARTIN LUTHER KING DR,52, , ,5100,DR MARTIN LUTHER KING,0,0
15-035152,2015-07,07/15/2015 11:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,1,BARNES JEWISH HOSPITAL PLZ,38, ,METROLINK TRAIN,550,16TH,887396.8,1020150
15-035242,2015-07,07/15/2015 11:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3618,MICHIGAN AVE,19, , ,3618,MICHIGAN,895589.9,1003907
15-035166,2015-07,07/15/2015 11:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2006,OBEAR AVE,66, ,APT A,2006,OBEAR,903192.3,1033269
15-035151,2015-07,07/15/2015 11:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3026,LACLEDE AVE,37,HARRIS STOWE STATE COLLEGE,ROOM 108,3026,LACLEDE,898759.6,1019061
15-035155,2015-07,07/15/2015 11:45,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1023,N GRAND BLVD,77,PARKING LOT OF JUSTINE PETERSEN,REAR,1023,GRAND,897528,1023141
15-035410,2015-07,07/15/2015 11:48,Y, , ,1, ,122000,2,EMBEZZLEMENT-VALUE UNDER $150,3865,GRAVOIS AVE,15,SHOP N SAVE, ,3865,GRAVOIS,891583.8,1004871
15-035191,2015-07,07/15/2015 12:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1000,N GRAND BLVD,77, , ,1000,GRAND,897508.7,1022846
15-035172,2015-07,07/15/2015 12:19,Y, , ,1, , 31421,6,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3001,N NEWSTEAD AVE,56, , , , ,894499.7,1031140
15-035163,2015-07,07/15/2015 12:38,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , ,300,CARR,910318.8,1019871
15-035171,2015-07,07/15/2015 12:40,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3660,MONTANA ST,16, ,STREET,3668,MONTANA,892539.7,1001323
15-035168,2015-07,07/15/2015 12:48,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1101,WASHINGTON AVE,35, , , , ,907375.6,1018946
15-035209,2015-07,07/15/2015 13:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 10TH ST / WASHINGTON AVE,35, , , , ,907677.1,1018822
15-035179,2015-07,07/15/2015 13:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3915,WATSON RD,9, , ,3915,WATSON,876854.8,1005349
15-035173,2015-07,07/15/2015 13:00,Y, , ,1, , 69603,3,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",3211,S GRAND BLVD,25, , ,3211,GRAND,893775.8,1007148
15-036596,2015-07,07/15/2015 14:11,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,3260,S KINGSHIGHWAY BLVD,15, , ,3260,KINGSHIGHWAY,886068.4,1007486
15-035337,2015-07,07/15/2015 14:30,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3701,N 25TH ST,65, , ,3701,25TH,903420.8,1029174
15-035430,2015-07,07/15/2015 14:30,Y, , ,1, ,115200,4,FRAUD-STEALING BY DECEIT/UNDER $150,815,OLIVE ST,35,CENTRAL LIBRARY, ,1909,UTAH,907968.3,1018058
15-035187,2015-07,07/15/2015 14:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,6332,WINDHAM AVE,70, , , , ,886961.6,1043728
15-035182,2015-07,07/15/2015 14:38,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1529,LASALLE LN,33, , ,1529,LASALLE,904006.9,1014252
15-035184,2015-07,07/15/2015 14:55,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1414,MORRISON LN,33, , ,1414,MORRISON,904428.1,1013525
15-035336,2015-07,07/15/2015 15:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",1908,LAFAYETTE AVE,32,CHURCH,CHURCH,1908,LAFAYETTE,901949.1,1012405
15-035206,2015-07,07/15/2015 15:13,Y, , ,1, , 63601,2,"LARCENY-SHOPLIFT $500 - $24,999",4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
15-036621,2015-07,07/15/2015 15:14,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8975,RIVERVIEW DR,74, , ,8975,RIVERVIEW,898664.5,1053903
15-035188,2015-07,07/15/2015 15:17,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1220,DILLON DR,33, , ,1220,DILLON,903907.9,1013842
15-035199,2015-07,07/15/2015 15:20,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3865,GRAVOIS AVE,15, ,@SHOP N SAVE,3865,GRAVOIS,891583.8,1004871
15-035194,2015-07,07/15/2015 15:30,Y, , ,1, , 91303,3,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,2617,MICHIGAN AVE,25, , ,2751,SHENANDOAH,896341.9,1009830
15-035205,2015-07,07/15/2015 15:50,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1521,DESTREHAN ST,65, ,1ST FLOOR,1521,DESTREHAN,905841.1,1028980
15-035200,2015-07,07/15/2015 15:55,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3519,BAMBERGER AVE,15,CITY GEAR, ,3519,BAMBERGER,892130.8,1005215
15-035203,2015-07,07/15/2015 16:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",430,S 15TH ST,36, ,@GREYHOUND,430,15TH,904845.8,1016613
15-035794,2015-07,07/15/2015 16:00,Y, , ,1, , 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4100,SHAW AVE,27, ,COMMERCIAL PROPERTY,4100,SHAW,891410.6,1013194
15-035207,2015-07,07/15/2015 16:15,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,6,HORTENSE PL,38, , , , ,888064.5,1024627
15-035415,2015-07,07/15/2015 16:30,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4103,BOWEN ST,5, ,1ST FLOOR,4103,BOWEN,886302.3,996912.3
15-035211,2015-07,07/15/2015 16:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,5959,PAGE BLVD,78, , , , ,880819.9,1032749
15-035359,2015-07,07/15/2015 17:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1721,PRESERVATION PL,61,PRESERVATION SQUARE COMPLEX, ,1722,COCHRAN,906189.8,1022184
15-035212,2015-07,07/15/2015 17:35,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,2629,S JEFFERSON AVE,30, ,@LEES CHICKEN - JEFFERSON, , ,899218.1,1009022
15-035322,2015-07,07/15/2015 18:00,Y, , ,1, , 52312,5,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5124,NATURAL BRIDGE AVE,52,SAMPLING S BY MS DEB, ,5124,NATURAL BRIDGE,890462.8,1035550
15-035245,2015-07,07/15/2015 18:00,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3173,OREGON AVE,30, , ,3173,OREGON,897202.3,1006812
15-035328,2015-07,07/15/2015 18:00,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,2948,MICHIGAN AVE,25, , ,2948,MICHIGAN,896273.3,1008178
15-035285,2015-07,07/15/2015 18:00,Y, , ,1, , 81000,5,ARSON-1ST DEGREE/SUCCESS,1484,GOODFELLOW BLVD,78, ,DOWNSTAIRS,1484,GOODFELLOW,883199.3,1033404
15-035554,2015-07,07/15/2015 18:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,4571,WICHITA AVE,39, , ,4571,WICHITA,887655.2,1017470
15-035310,2015-07,07/15/2015 18:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4012,SHENANDOAH AVE,27, , ,4012,SHENANDOAH,891843.8,1011103
15-035240,2015-07,07/15/2015 18:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1726,N 20TH ST,60, , ,1726,20TH,904639.2,1024058
15-035249,2015-07,07/15/2015 18:20,Y, , ,1, , 43016,3,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,3954,S GRAND BLVD,16, , ,3954,GRAND,893230.4,1001905
15-035252,2015-07,07/15/2015 18:20,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,702,N KINGSHIGHWAY BLVD,53,ALDI, ,702,KINGSHIGHWAY,888036.9,1026405
15-035241,2015-07,07/15/2015 18:22,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,4255,HAMPTON AVE,8,TARGET,@TARGET, , ,878653.4,1004650
15-035291,2015-07,07/15/2015 18:30,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,0,LILLIAN AVE / WOODSTOCK AVE,76, , , , ,888264.8,1044059
15-035284,2015-07,07/15/2015 19:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3206,MAGNOLIA AVE,25, , ,3206,MAGNOLIA,895928.8,1009324
15-035455,2015-07,07/15/2015 19:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3710,N GARRISON AVE,67, , ,3710,GARRISON,901853.8,1029436
15-036474,2015-07,07/15/2015 19:30,Y, , ,1, , 52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,6204,GRAVOIS AVE,4,KC WOLF REALTY,VACANT BUSINESS,6204,GRAVOIS,883543.8,998233.3
15-035363,2015-07,07/15/2015 19:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2511,S 9TH ST,21, , ,2511,9TH,903620.4,1008063
15-035256,2015-07,07/15/2015 19:50,Y, , ,1, ,151120,3,WEAPONS-STATE VIOL/UNLWFL USE/FLOURISHING,1710,S 8TH ST,21, , ,1710,8TH,905481.4,1010977
15-035266,2015-07,07/15/2015 19:55,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4944,PLOVER AVE,72, , ,4944,PLOVER,890096.3,1042269
15-035267,2015-07,07/15/2015 20:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3625,VIRGINIA AVE,19, , ,3625,VIRGINIA,894743.9,1003989
15-035321,2015-07,07/15/2015 20:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,915,PARK AVE,34, , ,915,PARK,905925.6,1012487
15-035316,2015-07,07/15/2015 20:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1951,LYNCH ST,22, , ,1951,LYNCH,900822.6,1008074
15-035314,2015-07,07/15/2015 20:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4918,TAMM AVE,8, , ,4918,TAMM,877785,1002404
15-035614,2015-07,07/15/2015 20:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,8504,WATER ST,2, , ,8504,WATER,887664.3,985560.6
15-035311,2015-07,07/15/2015 20:15,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2340,MICHIGAN AVE,25, , ,2340,MICHIGAN,896596.7,1010215
15-035265,2015-07,07/15/2015 20:20,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2817,CHEROKEE ST,19, , ,2812,CHEROKEE,897192.8,1005304
15-035268,2015-07,07/15/2015 20:24,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3181,MORGANFORD RD,15, , ,3537,MORGANFORD,888237.7,1007947
15-035458,2015-07,07/15/2015 20:30,Y, , ,1, , 71040,2,AUTO THEFT-PERM RETNT/ATTEMPT,1211,S VANDEVENTER AVE,39, ,EAST OF BUILDING ON SARAH, , ,891589.8,1017307
15-035414,2015-07,07/15/2015 20:45,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",3655,FLORA PL,27, , ,3655,FLORA,893860.3,1012130
15-035262,2015-07,07/15/2015 20:46,Y, , ,1, ,263120,1,OBSTRUCT GOVRN OP-FALSE REPORT,3800,MORGANFORD RD,5, ,@SOUTH PATROL DIVISION,3157,SUBLETTE,887682.8,1003941
15-035269,2015-07,07/15/2015 20:50,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,0,BATES ST / S COMPTON AVE,1, , , , ,892883.2,994383.3
15-035269,2015-07,07/15/2015 20:50,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,0,BATES ST / S COMPTON AVE,1, , , , ,892883.2,994383.3
15-035273,2015-07,07/15/2015 21:00,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4067,SCHILLER PL,5, , ,4067,SCHILLER,887701.6,998700.7
15-035448,2015-07,07/15/2015 21:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6545,WINONA AVE,9, , ,6545,WINONA,876398.4,1005054
15-035472,2015-07,07/15/2015 21:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,4946,POTOMAC ST,14, , ,4946,POTOMAC,884991.9,1006262
15-035364,2015-07,07/15/2015 21:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3158,IOWA AVE,30, , ,3158,IOWA,898048.3,1006722
15-035317,2015-07,07/15/2015 21:00,Y, , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,1617,S 9TH ST,21, , ,1617,9TH,905144.1,1011528
15-035586,2015-07,07/15/2015 21:00,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,4709,LEE AVE,69, , ,4709,LEE,894303.7,1035737
15-035313,2015-07,07/15/2015 21:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4016,KENNERLY AVE,56, , ,4016,KENNERLY,897072.1,1028453
15-035346,2015-07,07/15/2015 21:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,2306,KLEMM ST,27, , ,2306,KLEMM,890418.5,1011386
